,elevation edges,length
490,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
491,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
492,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
493,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
494,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
495,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
496,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
497,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
498,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
499,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
500,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
501,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
502,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
503,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
504,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
505,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
506,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
507,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
508,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
509,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
510,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
511,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
512,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
513,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
514,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
515,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
516,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
517,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
518,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
519,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
520,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
521,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
522,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
523,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
524,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
525,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
526,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
527,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
528,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
529,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
530,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
531,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
532,"(14.199444965212749, 16.796007748350924)","(12.424589344561154, 14.829256779807059)"
533,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
534,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
535,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
536,"(14.530344520233408, 17.95536811464131)","(12.714051455204231, 15.888047100311145)"
537,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
538,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
539,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
540,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
541,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
542,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
543,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
544,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
545,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
546,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
547,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
548,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
549,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
550,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
551,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
552,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
553,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
554,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
555,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
556,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
557,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
558,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
559,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
560,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
